timestamp_ms,result,latency_ms,detail
1784262004549,OK,190.379,http_200
1784262005013,OK,193.218,http_200
1784262005480,OK,176.547,http_200
1784262005930,OK,180.429,http_200
1784262006384,OK,176.386,http_200
1784262006833,OK,194.758,http_200
1784262007302,OK,203.228,http_200
1784262007782,OK,176.518,http_200
1784262008231,OK,194.969,http_200
1784262008698,OK,179.617,http_200
1784262009150,OK,202.473,http_200
1784262009627,OK,175.953,http_200
1784262010077,OK,189.738,http_200
1784262010540,OK,184.656,http_200
1784262010999,OK,179.808,http_200
1784262011453,OK,205.811,http_200
1784262011934,OK,173.358,http_200
1784262012381,OK,176.843,http_200
1784262012830,OK,191.100,http_200
1784262013296,OK,215.472,http_200
1784262013786,OK,195.599,http_200
1784262014256,OK,234.635,http_200
1784262014767,OK,183.507,http_200
1784262015222,OK,186.626,http_200
1784262015683,OK,194.741,http_200
1784262016153,OK,191.227,http_200
1784262016619,OK,2160.151,http_200
1784262019051,OK,180.982,http_200
1784262019504,OK,185.578,http_200
1784262019964,OK,191.838,http_200
1784262020432,OK,188.889,http_200
1784262020896,OK,181.420,http_200
1784262021352,OK,191.932,http_200
1784262021817,OK,224.901,http_200
1784262022314,OK,231.709,http_200
1784262022818,OK,178.385,http_200
1784262023269,OK,194.483,http_200
1784262023736,OK,181.077,http_200
1784262024193,OK,171.298,http_200
1784262024638,OK,179.855,http_200
1784262025089,OK,173.176,http_200
1784262025538,OK,180.464,http_200
1784262025991,OK,190.243,http_200
1784262026454,OK,196.176,http_200
1784262026923,OK,186.200,http_200
1784262027382,OK,175.977,http_200
1784262027833,OK,184.772,http_200
1784262028289,OK,218.218,http_200
1784262028778,OK,194.332,http_200
1784262029246,OK,221.335,http_200
1784262029743,OK,179.597,http_200
1784262030196,OK,184.297,http_200
1784262030652,OK,178.094,http_200
1784262031104,OK,184.862,http_200
1784262031561,OK,187.403,http_200
1784262032023,OK,180.525,http_200
1784262032476,OK,187.081,http_200
1784262032936,OK,177.544,http_200
1784262033387,OK,192.088,http_200
1784262033854,OK,216.498,http_200
1784262034347,OK,185.618,http_200
1784262034806,OK,182.969,http_200
1784262035262,OK,192.975,http_200
1784262035730,OK,179.451,http_200
1784262036181,OK,200.391,http_200
1784262036656,OK,181.545,http_200
1784262037109,OK,192.826,http_200
1784262037578,OK,186.305,http_200
1784262038038,OK,183.695,http_200
1784262038495,OK,211.474,http_200
1784262038981,OK,172.669,http_200
1784262039426,OK,189.676,http_200
1784262039889,OK,177.502,http_200
1784262040342,OK,180.111,http_200
1784262040794,OK,182.937,http_200
1784262041253,OK,186.499,http_200
1784262041710,OK,195.722,http_200
1784262042180,OK,185.682,http_200
1784262042639,OK,185.783,http_200
1784262043101,OK,190.890,http_200
1784262043572,OK,196.152,http_200
1784262044043,OK,187.093,http_200
1784262044506,OK,189.471,http_200
1784262044968,OK,179.699,http_200
1784262045420,OK,185.404,http_200
1784262045876,OK,188.837,http_200
1784262046338,OK,191.273,http_200
1784262046801,OK,184.120,http_200
1784262047257,OK,191.881,http_200
1784262047724,OK,175.841,http_200
1784262048173,OK,190.325,http_200
1784262048636,OK,196.546,http_200
1784262049109,OK,174.789,http_200
1784262049557,OK,198.453,http_200
1784262050027,OK,202.461,http_200
1784262050502,OK,179.335,http_200
1784262050955,OK,181.056,http_200
1784262051407,OK,183.310,http_200
1784262051866,OK,182.496,http_200
1784262052320,OK,182.998,http_200
1784262052777,OK,184.811,http_200
1784262053236,OK,172.739,http_200
1784262053682,OK,182.656,http_200
1784262054141,OK,188.623,http_200
1784262054603,OK,185.504,http_200
1784262055063,OK,171.277,http_200
1784262055508,OK,178.095,http_200
1784262055959,OK,181.591,http_200
1784262056411,OK,194.914,http_200
1784262056876,OK,186.562,http_200
1784262057336,OK,182.318,http_200
1784262057790,OK,190.492,http_200
1784262058255,OK,193.101,http_200
1784262058725,OK,176.500,http_200
1784262059174,OK,223.217,http_200
1784262059671,OK,167.448,http_200
1784262060113,OK,188.506,http_200
1784262060573,OK,202.696,http_200
1784262061048,OK,193.914,http_200
1784262061515,OK,199.511,http_200
1784262061987,OK,182.894,http_200
1784262062446,OK,189.784,http_200
1784262062910,OK,184.869,http_200
1784262063369,OK,250.254,http_200
1784262063893,OK,183.816,http_200
1784262064348,OK,202.318,http_200
1784262064825,OK,180.081,http_200
1784262065278,OK,180.025,http_200
1784262065734,OK,215.873,http_200
1784262066223,OK,182.095,http_200
1784262066682,OK,185.179,http_200
1784262067139,OK,183.935,http_200
1784262067596,OK,186.386,http_200
1784262068059,OK,221.448,http_200
1784262068554,OK,205.872,http_200
1784262069037,OK,194.274,http_200
1784262069507,OK,209.719,http_200
1784262069992,OK,196.100,http_200
1784262070464,OK,175.027,http_200
1784262070913,OK,207.381,http_200
1784262071394,OK,197.503,http_200
1784262071867,OK,205.027,http_200
1784262072348,OK,181.055,http_200
1784262072799,OK,193.927,http_200
1784262073264,OK,176.583,http_200
1784262073716,OK,173.463,http_200
1784262074163,OK,214.856,http_200
1784262074652,OK,193.370,http_200
1784262075121,OK,210.344,http_200
1784262075606,OK,203.935,http_200
1784262076087,OK,185.430,http_200
1784262076548,OK,214.653,http_200
1784262077039,OK,170.374,http_200
1784262077481,OK,193.196,http_200
1784262077950,OK,184.514,http_200
1784262078408,OK,237.627,http_200
1784262078919,OK,179.644,http_200
1784262079373,OK,205.942,http_200
1784262079855,OK,203.397,http_200
1784262080339,OK,201.104,http_200
1784262080818,OK,211.429,http_200
1784262081306,OK,198.627,http_200
1784262081784,OK,189.675,http_200
1784262082250,OK,198.140,http_200
1784262082732,OK,196.280,http_200
1784262083203,OK,176.081,http_200
1784262083656,OK,190.710,http_200
1784262084121,OK,191.738,http_200
1784262084588,OK,172.069,http_200
1784262085032,OK,183.940,http_200
1784262085487,OK,182.671,http_200
1784262085945,OK,172.415,http_200
1784262086390,OK,181.500,http_200
1784262086848,OK,191.319,http_200
1784262087313,OK,194.789,http_200
1784262087782,OK,183.571,http_200
1784262088239,OK,195.778,http_200
1784262088710,OK,179.751,http_200
1784262089164,OK,215.419,http_200
